	Job Title	Company Name	Rating	Experience	Location	Minimum Requirements	Tech Stack
5964	Technical Project Manager	Elpis It Solutions	3.8	8-10 Yrs	Bengaluru	Greeting from Elpis IT Solutions Pvt Ltd.We have an opportunity for Technical Project M...	Python Development,Artificial Intelligence,Machine Learning,Developed Robotics Products,Intelligence,Project,Robotics,Management
5965	AI ML Engineer_ Health Care Domain	Amantya Technologies	3.5	8-13 Yrs	Bengaluru, Karnataka	Proficient in training machine learning models specifically for disease detection using...	Healthcare Domain,Optical Coherence Tomography,Fundus Images,Artificial Intelligence,Healthcare,Machine Learning,OTC,Intelligence
5966	AI Development Programming Trainer (TensorFlow and LangChain).	H2K Info Systems	4.6	3-5 Yrs	Hyderabad/ Secunderabad, Telangana	Requirements: . Bachelors or Masters degree in computer science, machine learning, arti...	Artificial Intelligence,Training And Development,Training,Intelligence,Program,Tensorflow,Development,Programming
5967	Technical Architect - Mlops	Pitney Bowes (PBI)	4.1	10-13 Yrs	Noida, Uttar Pradesh	Role & responsibilities  ImpactWe are looking for a highly skilled and motivated Data S...	MLOPS,SAGEMAKER,AWS,PYTHON,Api Gateway,ml fLOW,Lambda,Flow
5968	Business Development Manager	Orange Datatech	None	3-4 Yrs	Indore	Qualifications and Skills: . Bachelors degree in business, marketing, or a related fiel...	Outbound,Networking,Email marketing,Analytical,Market intelligence,Market research,Vice President Sales,Business strategy
5969	Senior Specialist, Model Risk Management	BNY Mellon	4.1	3-6 Yrs	Pune	Required Qualifications: . Masters Degree / PhD in a quantitative discipline (engineeri...	Bloomberg,data science,Analytical,Artificial Intelligence,Machine learning,Asset management,Risk management,Econometrics
5970	Technical Analysts - Mncfc	National Institute for Smart Government (NISG)	3.6	3-6 Yrs	New Delhi	Roles and Responsibilities Job Title/ Designation :Technical Analysts (Agriculture/Remo...	Agriculture,Risk Assessment,Artificial Intelligence,Computer Science,Data Analysis,Remote Sensing,Environmental Science,Machine Learning
5971	Consultant Urban Informatics Lab	Indian Institute for Human Settlements (IIHS)	4.1	8-10 Yrs	Bengaluru	IIHS is an equal opportunity employer that encourages women, people with disabilities a...	quantitative research,data analysis,research analysis
5972	Corporate Sales Role @ 99acres.com || Pune	Info Edge	4.1	1-4 Yrs	Pune, Maharashtra	 About Info Edge: InfoEdges mission is to create world-class platforms that transform l...	corporate sales,Sales,Business Development,new client acquisition,Client Onboarding,Cross Selling,Client Acquisition,New Business Development
5973	Full Stack Developer	GalaxE	3.3	3-8 Yrs	Bengaluru	This role requires you to be fluent in some of the critical technologies with proficien...	IT services,Automation,Web development,Machine learning,Agile,Scrum,Troubleshooting,SDLC
5974	IT Trainer/Teacher	redhood.ai	None	1-2 Yrs	Hybrid - Bengaluru(Hennur Road +2)	We are seeking experienced full/part-time IT trainers to provide training and support t...	Devops,Machine Learning,Data Science,Front End,Python,Angular,NoSQL,Docker
5975	Senior Analyst - FP & A	Greenway Health	3.2	3-4 Yrs	Bengaluru	   Performs standard analyses and administration of quarterly and monthly incentive pla...	Analytical skills,Analyst,Administration,Payroll,Interpersonal skills,Sales planning,Excel,Accounting
5976	Senior Analyst - FP & A	Greenway Health	3.2	2-4 Yrs	Bengaluru	Graduate and / or postgraduate in business / finance or related field Experience with S...	Analyst,Financial statements,Ratio analysis,Expense management,Financial analysis,Process improvement,Financial planning,Healthcare
5977	Manager / Senior Manager, HTA	Eli Lilly And Company	4.2	3-5 Yrs	Bengaluru	Must have knowledge on GIthub Actions or similar CI / CD toolsMinimum Position Qualific...	github,orchestration,IT strategy,PAAS,Agile,Healthcare,Scheduling,infrastructure services
5978	Full Stack Developer	Indium Software	3.8	8-13 Yrs	Bengaluru	Requirements and Skills: . Must have 8+ years of experience as a Full Stack Developer  ...	IT services,SAN,SOC,Apache,Middleware,Virtualization,Technical documentation,CRM
5979	Customer Support Associate	Matrixcare India	4.6	1-4 Yrs	Bengaluru	Bachelor s degree or equivalent experience Electronic Health Record experience is prefe...	Analytical skills,Software support,SAAS,Machine learning,Customer Support Associate,Healthcare,Customer service,Customer experience
5980	Material Planning Manager	SBM Nauvata	4.1	9-12 Yrs	Bengaluru	Experience in controlling and monitoring action plans . Ensure effective communication ...	Supply chain,Service level,Inventory analysis,Spare parts,Stock management,Renewable energy,Continuous improvement,Operations
5981	Search Engine Analyst	Peroptyx	None	1-6 Yrs	Remote	So, whether you are a student looking to earn as you learn, a retiree looking for a new...	Search Engine,Analysis,Data Analytics,Data,Searching,Analytics,Engine
5982	IT Support ( Remote - 8 months contract Role)	Varite	None	2-5 Yrs	Remote	Shift timings  Notice Period : Immediate Joiners only . Excellent communication skills ...	VPN,Technical Support,Chat Support,Voice Support,Chat,Contracts,Technical,Remote
5983	Researcher	Shell	4.3	3-5 Yrs	Bengaluru	. We re keen to hear from individuals with either a bachelor s degree, master s degree,...	High Performance Computing,Pytorch,Java,deep learning,C++,Neural networks,artificial intelligence research,Natural language processing
5984	Tax Expert	Cleartax	3.3	1-4 Yrs	Bengaluru	Willingness to work 24 / 7 shifts Any graduate (Prefcom) .  Good communication skills(V...	advanced analytics,Product engineering,Excel,Process efficiency,Software support,Artificial Intelligence,Relationship,Troubleshooting
5985	Content Writer	Cleartax	3.3	3-8 Yrs	Bengaluru	especially around global indirect taxes and e-invoicing initiatives . * You should make...	advanced analytics,Financial markets,Financial sector,Senior Executive,Social media,Project management,Artificial Intelligence,Taxation
5986	Python -QA Automation I	Maplelabs Solutions	4.2	3-6 Yrs	Bengaluru	Mandatory Skills: . BE / ME/MCA / M TECH with Computer Science. Overall experience must...	IT services,Computer science,SAN,Usage,PDF,SMS,Wellness,Virtualization
5987	Hadoop Professional	Coders Brain Pvt Ltd	3.9	5-8 Yrs	Bengaluru	Experience with relational databases, preferably Snowflake or Redshift .  5-8 years of ...	Focus,Hadoop,data governance,Data processing,Data quality,Teradata,Troubleshooting,big data
5988	Senior Product Manager AI/ML	Reltio	3.3	10-20 Yrs	Bengaluru	Good at brainstorming on roadblocks (which are frequent in the ML world) and adept in f...	Product management,Master data management,Machine learning,Business strategy,Mobile applications,Risk management,digital transformation,SDLC
5989	Sales Development Representative - Enterprise sales	Aidetic Software Pvt Ltd	None	5-7 Yrs	Bengaluru	Must have excellent verbal and written communication skills Must have prior experience ...	ERP Sales,Lead Generation,Cold Calling,Software Sales,CRM Sales,Email Marketing,Software Solution Sales,Demand Generation
5990	Partner Solution Consultant	Ushur Technologies	3.7	5-8 Yrs	Hybrid - Bengaluru	The RoleThe Solution consulting team at Ushur works as a bridge between partners, custo...	creating presentations and Demo,Postman Api,partner enablement strategies and Developing Partner Centers,Solution Consulting,REST APIS,building partnerships for presales,Upselling,Cross Selling
5991	Senior Manager / AVP - Institutional Sales Manager - Mutual Fund	Icube Human Capital Solutions (india) Llp	None	5-10 Yrs	Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu, Bengaluru, Karnataka	Qualifications: . Preferable MBA from a reputed Business School with specialization in ...	Institutional Sales,Mutual Funds,Asset Management,Business Development,Management,Institutional,Senior management,Sales
5992	Senior Product Manager	Hinge Health	None	3-7 Yrs	Bengaluru	Experience working in high-performing product teams, with a focus on cross-functional c...	Product management,Computer vision,Claims,Diversity and Inclusion,Machine learning,Clinical research,HTTP,Operations
5993	Postgre SQL Developer	Ideslabs	3.1	4-8 Yrs	Bengaluru	Qualifications: . Bachelors degree in Computer Science, Information Technology, or a re...	Performance tuning,Data migration,RDBMS,Database design,Postgresql,MySQL,Database administration,Oracle
5994	Python Automation Developer	Coders Brain Pvt Ltd	3.9	1-4 Yrs	Bengaluru	Bachelors degree in Computer Science, Information Technology, or a related field . Prof...	Manager Quality Assurance,Linux,Testing tools,Application development,Windows,Selenium,Troubleshooting,Python
5995	Manager(Scrum Master)	Tredence	3.6	7-10 Yrs	Bengaluru	Helping team and PO / PM in story writing and organizing the requirement components Coa...	Data management,GCP,agile project management,Machine learning,Scrum,data visualization,MS Office,Data mining
5996	Presales Tech Expert	Kokos Artificial Intelligence	None	2-7 Yrs	Hybrid - Hyderabad/ Secunderabad, Telangana, Calicut/ Kozhikode, Kerala, Bengaluru	Minimum of 2 years of experience in a pre-sales, technical sales, or technical consulti...	Edtech,Presales Support,Technical Sales,Technical analysis,Technical,Presales,Sales
5997	IT Head - Educational organization - Hyderabad/Bangalore	Uberlife Consulting	None	15-24 Yrs	Hyderabad/Secunderabad, Bengaluru	Preferred candidate profile . Should have good understanding of IT technologies and tre...	ERP,Cyber Security,Cloud Computing,Data Analytics,Salesforce,Artificial Intelligence,Data,Analytics
5998	Java Developer	Varite	None	30 Oct	Hybrid - Bengaluru(Marathahalli)	 VARITE is looking for an IT Support for one of its clients located in Bangalore, Hyder...	Java developer,Multithreading,Spring Boot,Spring,AWS,Microservices,Java,Development
5999	Senior Analyst - FP&A	Dentsu Webchutney	3.7	2-4 Yrs	Bengaluru	Provides analytical support focused around obtaining the optimal balance of pricing, ea...	SAP BPC,Financial analysis,Analytical,Finance,Financial planning,Resourcing,commercial finance,Continuous improvement
6000	Procurement and Logistics Associate	Yulu Bikes	3.9	2-3 Yrs	Bengaluru	Working with Stakeholders to understand requirement and Research potential vendors. Gre...	Procurement,Supply chain,deep learning,Interpersonal skills,Fleet management,Machine learning,Data processing,Product design
6001	MLOps Architect	Aptiv	3.9	6-12 Yrs	Bengaluru	Experience with . MLOps . Frameworks like Kubeflow, . MLFlow . ., . DataRobot . ., Airf...	Wireless,Computer science,Architect,orchestration,Linux,GCP,Cloud,Ruby
6002	Senior Analyst - FP&A	dentsu international	2.5	2-4 Yrs	Bengaluru	Anticipate internal and or external business challenges and / or regulatory issues and ...	SAP BPC,Financial analysis,Analytical,Finance,Financial planning,Resourcing,commercial finance,Continuous improvement
6003	Coding and Robotics Teacher	Cbm Education Systems	None	1-3 Yrs	Bengaluru(Electronic City +3), Mumbai (All Areas)	c. To report to the Innovation Lab daily during school hours as a full time staff for t...	Teaching,Computer Languages,Coding,Computer Science,Coding And Development,Java Script Ajax,Programming,Java Programming
6004	Logistics Coordinator	Fictiv Technology Solutions	3.0	3-4 Yrs	Bengaluru	Bachelor s Degree in International Business, Foreign Trade, Customs or related fields p...	Claims,PDF,Production planning,Machine learning,Transport management,Scheduling,Customer service,Continuous improvement
6005	Python Automation Professional	QA InfoTech Pvt. Ltd	3.6	5-8 Yrs	Bengaluru	- Bachelors degree in Computer Science, Information Technology, or a related field - Pr...	Computer science,Load testing,Test scripts,Javascript,Performance testing,Windows,Selenium,Test cases
6006	Python Automation PRofessional	Qualitest	3.6	5-8 Yrs	Bengaluru	- Bachelors degree in Computer Science, Information Technology, or a related field - Pr...	Computer science,Load testing,Test scripts,Javascript,Performance testing,Windows,Selenium,Test cases
6007	SQL Developer	Quaestor Advisors India	None	5-10 Yrs	Hybrid - Bengaluru	Internships / Co-ops experience is a plus Bachelors degree in computer science from a t...	T-SQL,SQL Development,SSRS,SQL DBA,SQL Server Development,SQL Server Reporting Services,OOPS,SQL Database
6008	Medical Text Annotator	Systechcorp Inc	3.2	1-6 Yrs	Bengaluru, Karnataka	Besides this, we are looking for medical annotators with Biotechnology, Biochemistry, B...	Medical Text Annotation,Data Annotation,Python,Annotation,Data,Medical
6009	Inside Sales Executive	Reva University	3.7	1-3 Yrs	Bengaluru	Business Development . Market open programs like PGD / MBA/MTech / MS/Diploma / Certifi...	Educational Sales,Business Development Operations,IT Sales,Communication Skills,CRM Management,Education Counseling,Development,Management
6010	Salesforce Consultant, Sales Cloud	Neuraflash India	None	2-7 Yrs	Bengaluru	Any Salesforce Certifications is a Plus, preferably Salesforce CPQ, Sales Cloud, or Fie...	Sales,Sales operations,Project management,Consulting,Cloud,application lifecycle management,Release management,Analytics
6011	Video Function DevelopeR	Elfonze Technologies	2.6	1-3 Yrs	Bengaluru	ADAS function development preferably in Lateral Dynamic support functionTeam player wit...	Computer vision,C++,UML,Analytical,SOC,Machine learning,Automotive,Python
6012	Consultant / Senior Consultant - Credit Risk Modelling	Hcapital	None	3-8 Yrs	Bengaluru	Good understanding of Statistics and MathematicsExperience: 2-5 years for Consultant / ...	Credit Risk Models,model validation,PD,Model development,LGD,EAD,IFRS 9 Model Development,Credit Risk Modelling
6013	Director Projects	Axtria	3.5	14-20 Yrs	Noida, Uttar Pradesh, Gurgaon/ Gurugram, Haryana, Delhi / NCR	Candidate must have prior hands-on working experience in technologies such as AWS Cloud...	Client Management,Life Sciences,Etl Process,Pharmaceutical,Delivery Management,Project Management,Delivery,Process
6014	Brand Manager | Naukri.com	Info Edge	4.1	2-5 Yrs	Hybrid - Delhi / NCR	Required Educational Qualification: MBA / PGDM from a top tier institute. Desired Exper...	brand marketing,campaign management,brand campaigns,brand strategy,brand management,Management,Marketing,Campaigns
6015	Agile Project Manager	Nubes Opus	None	5-8 Yrs	Hyderabad/Secunderabad	Essential Duties and Responsibilities . Own and execute end-to-end Model Development Li...	Escalation management,data science,Project management,Machine learning,Agile,power bi,model development,Agile methodology
6016	Admission Officer Tapmi	Unext Learning	3.1	1-5 Yrs	Bengaluru	 Position Summary: As an Admission Counselor specializing in Data Science and Machine L...	Admission Counselling,Communication Skills,Inside Sales,Counselling,Admissions,Sales
6017	Sr Consultant - ML Ops	Epiq Global	4.0	7-10 Yrs	Hyderabad/Secunderabad, Canada	Requirements / Skills : . Bachelors / master s degree in information or computer scienc...	Computer science,metadata,data science,Analytical,Machine learning,power bi,microsoft azure,Data quality
6018	Admission Officer Tapmi	Unext Learning	3.1	1-4 Yrs	Bengaluru	 Position Overview: We are seeking a dynamic and motivated individual to join our team ...	Educational Sales,Academic Counsellor,Cold Calling,Communication Skills,Admissions,Sales,Calling,Cold
6019	Destination Manager/Sr D.M. (Canada) - Shiksha Study Abroad	Info Edge	4.1	10-15 Yrs	Noida	About Info EdgeInfoEdges mission is to create world-class platforms that transform live...	Overseas Education,Admission Counselling,Student Counseling,Team Handling,Team Leading,Counselling,SR,Destination Management
6020	Deputy Manager/asst. Manager - Direct Sales (b2b) Naukri.com	Info Edge	4.1	1-4 Yrs	Noida, Uttar Pradesh	Required Educational Qualification: Graduate/ Post GraduateClosure and Collection : Man...	Sales,B2B,New Client Acquisition,Direct Sales,B2B Sales,Business Development Management,Revenue Generation,Revenue
6021	Sr.System admin-UNIX / Linux(L3 Support)(Linux,Scripting,AWS)Bangalore	Yitro Business Consultants (india)	None	6-9 Yrs	Hybrid - Bengaluru(Nagavara)	JOB DESCRIPTIONAbout BU The team drives innovation and efficiency through disruptive te...	Scripting,AWS,Linux,RHEL,Unix,VMware,VCP,Backup
6022	Veeva Solution Architect	HR Central	None	9-10 Yrs	Hyderabad/ Secunderabad, Telangana, Bengaluru, Karnataka	A niche management consulting firm focused on helping organizations overcome business c...	Veeva Crm,Veeva,Architecture,CRM
6023	Hiring || Copy Editor-English ( B.A/M.A) || Immediate Joiner	Innodata Isogen	3.1	3-6 Yrs	Remote	Requirements. Bachelors to masters (or higher) degree in English from Top Tier colleges...	copy editing,Content Development,Proof Reading,content writing,Blog Writing,editing,Hiring,Blogs
6024	Analyst, Info Sys	Kla Tencor	4.2	4-5 Yrs	Chennai	Minimum 4-5 years of experience in Seclore or any equivalent DRM application ITIL Certi...	Field operations,Supply chain management,Ticketing,Usage,Image processing,Management systems,Packaging,Semiconductor manufacturing
6025	Java Fullstack React with Microservices Architect	Brillio	3.5	9-14 Yrs	Chennai	  AngularJS, JavaScript, CSS3, React JS, CI/CD Pipeline, Java, Hibernate, Oracle RDBMS,...	Cloud computing,spring boot,Hibernate,Product engineering,Oracle RDBMS,Artificial Intelligence,MySQL,System design
6026	Associate Project Manager	BMC Software	4.3	3-5 Yrs	Pune	Bachelor s degree . Required Skills: Functional & Technical Skills . 3 to 5 years of ex...	Automation,Content management,Project management,CMS,Agile,Workflow,Customer service,Adobe
6027	Business Analyst	Brillio	3.5	3-6 Yrs	Hyderabad/Secunderabad	  Analyze the business requirements of the organization and develop solutions to improv...	Cloud computing,Data analysis,Product engineering,Test strategy,Business Analyst,Artificial Intelligence,Monitoring,SQL
6028	Senior Analyst (Supply Chain Analyst)	Colgate-Palmolive (India)	4.2	2-6 Yrs	Mumbai	. Graduate in Engineering / Sciences/Statistics, MBA The Person should have abilities t...	Supply chain,Project management,Analytical,Data quality,data visualization,Business intelligence,Information technology,Analytics
6029	Senior AI/ML Consultant	Epiq Global	4.0	4-10 Yrs	Hyderabad/Secunderabad	Proficiency in working with deep learning frameworks like TensorFlow, PyTorch, scikit-l...	Analytical,Consulting,Machine learning,Presales,microsoft azure,Data quality,Monitoring,Python
6030	Full Stack Development - Specialist / Sr. Specialist	Colgate-Palmolive (India)	4.2	1-3 Yrs	Mumbai	Experience with data management platforms including relational and non-relational data ...	Front office,SAP,Nutrition,Data management,MySQL,CMS,Oracle,Monitoring
6031	Sr - FSM Non Sourcing	ICICI Prudential Life	4.1	1-5 Yrs	Nanjangud	              1.     Dataprocessing, cleaning and validating the integrity of data to b...	Data analysis,Usage,Machine learning,Investigation,SR,FPA,Machine,Analysis
6032	Senior Finance Associate	ZS Associates	3.5	2-5 Yrs	Pune	   Shift Timing:  Europe Shift (01:30 PM - 10:30 PM)        Skills Required:       Exce...	SAP,Process improvement,Machine learning,Management consulting,Financial planning,Healthcare,data privacy,Finance Associate
6033	Senior Compliance & Audit Administrator	ZS Associates	3.5	3-6 Yrs	Pune	. A flexible and connected ZS allows us to combine work from home and on-site presence ...	remediation,Change management,data security,Information security,Machine learning,Management consulting,Healthcare,Application security
6034	Delivery Excellence Analyst	ZS Associates	3.5	3-6 Yrs	Pune	. A flexible and connected ZS allows us to combine work from home and on-site presence ...	Delivery excellence,Manager Internal Audit,Operations planning,Process improvement,Machine learning,Management consulting,Financial planning,Healthcare
6035	EFS - Commercial Operations - BI	ADP Solutions	4.1	2-7 Yrs	Hyderabad/Secunderabad	Flexible with night shifts . ##LI-DNI . Flexible with night shifts . Requirements: . Ba...	Web services,data science,Machine learning,Equity,Data processing,data visualization,Analytics,SQL
6036	Developer	ITC Infotech	3.5	3-4 Yrs	Gurugram	. In-depth hands on experience in areas of technologies like mobile apps, Angular or re...	Performance tuning,Automation,Backend,NoSQL,Enterprise integration,RDBMS,Artificial Intelligence,CMS
6037	Senior Java Developer	Escalon Business Services	3.7	5-10 Yrs	Mohali, Punjab	Bachelors degree in computer science, Engineering, or related field, or at least 5 year...	Java,J2Ee,AWS,SQL,Senior,Development
6038	BPO T&S Operations Senior Analyst	NTT	3.8	2-5 Yrs	Gurugram	        Review Booking Journal Entries basis bank statements and client             Rev...	BPO,Journal entries,Financial reporting,Hedge funds,Cash flow,Cash management,Net asset value,Monitoring
6039	NAS SRE Benefits Professional	ADP Solutions	4.1	7-11 Yrs	Hyderabad/Secunderabad	 As a Senior SRE, you will be part of our global team and is expected to actively work ...	Automation,Linux,XML,Configuration management,Equity,PHP,Application development,Selenium
6040	Video Analyst	Rapid Care	3.3	1-5 Yrs	Tirupati, Chennai	  The Video Analyst is responsible for analyzing and interpreting video content to extr...	Computer vision,Data analysis,video analyst,HP data protector,Analytical,Machine learning,Manager Quality Control,Pattern recognition
6041	Base 24 Developer	Brillio	3.5	4-7 Yrs	Pune	Performs Level3 production support of Base24 Classic . Proactively looks for Production...	Cloud computing,Project development,Product engineering,Production support,Artificial Intelligence,Cobol,Manager Technology,Programming
6042	Senior Cloud FinOps Associate	ZS Associates	3.5	3-7 Yrs	Pune	  We seek a professional Senior Cloud Finance Administrator to join our FinOps team wit...	Architecture,Machine learning,Management consulting,Financial planning,Healthcare,data privacy,Forecasting,Operations
6043	Analytics Specialist	Ezetap Mobile Solutions	3.9	1-3 Yrs	Bengaluru	Mandatory Qualifications: . Bachelors / Master s degree in Engineering, Economics, Fina...	Loans,Automation,Web analytics,Instrumentation,QlikView,Data mining,Continuous improvement,Financial services
6044	Generative AI - Solution Architects	Eli Lilly And Company	4.2	3-7 Yrs	Bengaluru	Have a thorough understating of Lillys Quality processes and must be capable of Minimum...	Accounts Manager Sales,Claims,Compliance,Project management,Pharma,Healthcare,IT marketing,HR
6045	Senior Analyst - IT Security & Governance	Columbus Global	4.0	4-5 Yrs	Hyderabad/Secunderabad	   This role is responsible for supporting and assisting in the implementation, managem...	IT services,IT risk,Information security,Analytical,Risk assessment,Consulting,Network security,Analytics
6046	Associate Manager - Dotnet	Eze Software Group	3.7	3-6 Yrs	Mumbai	  The position is to work on development of new investment services applications. Our a...	Performance tuning,C,jQuery,Manager Quality Assurance,ASP.Net,XSLT,Windows,SQL
6047	Systems Integration Senior Analyst	NTT	3.8	3-8 Yrs	Hyderabad/Secunderabad	Minimum 3 + years relavent experince overall 5 years experince. Preferably, Payer Manag...	BPO,Business services,Administration,Production support,SCALA,Troubleshooting,infrastructure services,User management
6048	Human Resources Specialist	ZS Associates	3.5	7-12 Yrs	Pune	. A flexible and connected ZS allows us to combine work from home and on-site presence ...	Payroll,Performance management,Staffing,Machine learning,Management consulting,Financial planning,Healthcare,HR
6049	Remote Sensing & Geo Spatial Analyst (re-ad)	United Nations Development Programme (UNDP)	4.4	4-9 Yrs	New Delhi	Bachelor or Masters Degree in Agriculture, Geo Information Science and Earth Observatio...	GIS,Data analysis,Data management,Project management,Strategic planning,Risk management,Technical support,Remote sensing
6050	Financial Analyst	Worleyparsons	4.1	4-7 Yrs	Hybrid - Navi Mumbai, Maharashtra, Mumbai (All Areas)	Good verbal and written communications skills, including the ability to convey informat...	Financial Analysis,Power Bi Dashboards,Hyperion,HFM,Hyperion Financial Management,Power Bi,Dashboarding,Dashboards
6051	Product Manager	ArcelorMittal	3.9	12-22 Yrs	Gandhinagar, Gujarat, Ahmedabad	Problem solves with the needs of the end customer in consideration at all times, ensuri...	Product Development,Business Intelligence,ERP,Automation,Augmented Reality,CMS,Mobility,SEM
6052	Project Manager	Lionbridge	3.8	10-16 Yrs	Hybrid - Navi Mumbai, Maharashtra	Ongoing career opportunities at a repeat Forbes & Newsweek-listed Best Employer for Wom...	localization,project management,Translation,customer management,communication skills,production management,Project planning,Project
6053	Stem.org Certified Instructor- No Code AI Courses	Appy Pie	4.2	0-2 Yrs	Noida, Uttar Pradesh(NSEZ)	Collaborate with internal teams such as product & marketing STEM.org certification or e...	stem.org,Curriculum Designing,Curriculum Development,Artificial Intelligence,Development,Design,Coding,Certified
6054	Sr . Software System Designer	Advanced Micro Devices, Inc	3.9	14-16 Yrs	Hyderabad/Secunderabad	Flexible to work in shift basis depending on the need . . . . . . . . . . . . .  . . . ...	Graphics,Automation,Linux,Debugging,Machine learning,Firmware,Test cases,Gaming
6055	Trainee Business Analyst- Immediate Joiners	Leewayhertz Technologies	3.0	0-1 Yrs	Remote	Actively involved in client communication to capture software requirements, and documen...	Java,Business Analyst,Blockchain,Agile Methodology,Artificial Intelligence,Ml,Training,Agile
6056	AI Specialist (For Water Pump Manufacturing Co.)	Wilo Mather And Platt Pumps	4.0	7-12 Yrs	Pune, Maharashtra(Chinchwad +1)	Design & implement AI-based solutions to improve manufacturing processes, including pre...	TensorflowAlgorithm DevelopmentJavaC++Power BiArtificial IntelligencepytorchTableauManufacturing ProcessMachine LearningLeadership SkillsPython,Tableau,Machine Learning,Pytorch,Java,Power Bi,Python,Water Pumps
6057	Senior Portfolio Marketing Associate	ZS Associates	3.5	3-8 Yrs	Pune	. A flexible and connected ZS allows us to combine work from home and on-site presence ...	Automation,Competitive analysis,Project management,Machine learning,Management consulting,Financial planning,Strategic planning,Healthcare
6058	Python Application Developer	Aye Finance	4.2	4-8 Yrs	Gurgaon/ Gurugram, Haryana	Experience & Education Required: . Masters degree in technical / quantitative fields (M...	python,Pandas,API,sql,linux,Development,Application
6059	Full stack Developer	Brillio	3.5	4-8 Yrs	Hyderabad/Secunderabad	    Primary Skills  AngularJS, JavaScript, CSS3, React JS, CI/CD Pipeline, Java, Hibern...	Cloud computing,spring boot,Hibernate,Product engineering,Oracle RDBMS,Artificial Intelligence,MySQL,HTML
6060	Technical Support Associate	ZS Associates	3.5	1-3 Yrs	Pune	Flexible with work timings and shiftsA flexible and connected ZS allows us to combine w...	Ticketing,Computer hardware,Project management,Machine learning,Healthcare,ITIL process,Asset management,IT asset management
6061	GPS - Investment - Overwatch	Nubes Opus	None	3-6 Yrs	Gurugram	    3 years of hands-on experience developing single page web applications and writing ...	GIT,Coding,Java J2Ee Developer,Analytical,Agile development,HTML,Application development,Scrum
6062	IT Recruiter	Anyhow Infosystems	None	3-5 Yrs	Noida	Bachelor smaster s degree in computer science, Information Technology or any We are loo...	Computer science,Linux,GCP,Machine learning,Troubleshooting,Continuous improvement,Information technology,AWS
6063	Key Accounts Manager || 99Acres	Info Edge	4.1	2-7 Yrs	Delhi / NCR	Qualification : Graduate / Postgraduate . Days of working : 5 days (Alternative 02 Satu...	Campaign Management,Email Marketing,Social Media Marketing,Powerpoint,Competitor Analysis,Creative Writing,SMO,Ppc Campaigns
6064	DotNET Azure Architect	Brillio	3.5	8-13 Yrs	Pune	Developing and maintaining documentation of Azure solutions and processes . Good unders...	Solution architecture,Architect,Cloud computing,Product engineering,Architecture,PAAS,Artificial Intelligence,Data analytics
6065	Senior Instructional Designer	Columbus Global	4.0	3-4 Yrs	Hyderabad/Secunderabad	Education: Bachelor s or master s degree in English / Mass or Media Communication /Inst...	IT services,Training,E-learning,Instructional design,Analytical,Consulting,Service industry,Content writing
6066	Oracle Analytics Expert	Technip Energies	4.0	4-6 Yrs	Noida	Expert in developing HR reports and dashboards and having experience in requirements ga...	Procurement,Business services,Analytical,Schema,Data collection,Business strategy,Oracle,Business intelligence
6067	Linux System Professional	Jasmin Infotech	4.2	2-8 Yrs	Chennai	        Embedded Linux drivers   ARM hardware performance counters   ARM CoreSight debu...	Linux kernel,Embedded Linux,Machine learning,Debugging,Hardware,ARM,linux,linux system
6068	Embedded Linux drivers Professional	Jasmin Infotech	4.2	2-8 Yrs	Chennai	    Embedded Linux drivers     ARM hardware performance counters     ARM CoreSight debu...	PDF,Linux kernel,Debugging,Embedded Linux,Machine learning,HTML,Hardware,ARM
6069	Sr . Software System Designer	Advanced Micro Devices, Inc	3.9	7-12 Yrs	Hyderabad/Secunderabad	. . . . . . . . . . . . . Good verbal written communication skill is a must. . . . . . ...	Graphics,Computer science,C++,Linux,Test strategy,Machine learning,Data structures,Test planning
6070	Junior Strategist	Tower Research Capital	4.0	1-4 Yrs	Gurugram	Requirements include: . . . . Software development experience as demonstrated through c...	Data analysis,C++,Financial markets,Linux,Analytical,Machine learning,market data,Open source
6071	Sr . FAE / Field Support Manager	Advanced Micro Devices, Inc	3.9	15-20 Yrs	Mumbai	        The Senior Manager of Customer Field Support will be the lead technical interfa...	Storage,Oil,Linux,System Architecture,Technical Support,Computer Science,Architectural Design,Sales Leader
6072	Product Manager	Reliance Games	2.7	4-6 Yrs	Pune	Bachelor s Degree or MBA from Top UniversityRequirement: . Experience in Product Manage...	Product management,Customer acquisition,Analytical,Social media,product life cycle,Business intelligence,big data,Gaming
6073	Business Analyst	PayU	3.8	2-4 Yrs	Gurugram	. . . . . . . A degree in Statistics, Computer Science, Mathematics or other similar qu...	Computer science,Wealth management,Business Analyst,Machine learning,Manager Technology,Stakeholder management,Financial services,Analytics
6074	BI developers	Disha Consultants	4.8	2-5 Yrs	Jaipur	Proven experience (2 years) as a BI Developer or Data Scientist . . Industry experience...	Microstrategy,SAP,Cognos,SSRS,OLAP,Oracle,SSIS,Business intelligence
6075	Stong customer advocacy mindset	Pega	3.9	3-6 Yrs	Hyderabad	. . . . . . . . . Bachelors or master s degree in Computer Science, or Information tech...	Computer science,PDF,Test scripts,Artificial Intelligence,Agile,Application development,Pega,Scrum
